status	platforms	file	case
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > long question content wraps onto aligned continuation rows
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > malformed ask arguments recover without opening a question prompt
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > malformed streamed read arguments never publish their provisional label
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > permission prompt growth preserves displaced transcript history
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > plain arrows edit multiline freeform answers while modified arrows choose options
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > publishes a complete assistant block before an ask-user question and continues after its answer
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > question batch tabs navigate every page and out-of-order answers return to unanswered pages
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > question digit submits the selected label without Enter
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > question freeform Ctrl+P cannot replace a hidden composer draft from history
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > question freeform Ctrl+U edits the visible answer without deleting a hidden composer draft
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > question freeform Ctrl+Y cannot yank into the hidden composer
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > question freeform accepts Cmd-V bracketed paste with newlines
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > question freeform answer wraps onto continuation rows as it grows
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > question freeform hint keeps enter and esc guidance at 72x16
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > question freeform ordinal keeps following digits as text
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > question freeform supports focused editor shortcut alias parity
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > question freeform survives large paste escape and cursor-edit thrash
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > question ordinary typing stays modal-owned while option controls still work
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > question prompt discards pasted controls without freeform or composer leaks
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > question raw CSI-u digit tails do not select
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > question raw CSI-u digit tails do not type into freeform
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > raw Escape cancels a question turn before a new prompt
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > repeated approval and question cycles reset prompt state in one process
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > resized question cancellation keeps the footer bottom anchored through the first edit
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > valid serialized ask control with matching identity opens the question and continues
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > vertically overflowing command approval exits review on Escape and recovers
pass	all	tui-decision-prompts.test.ts	tui: decision prompt input isolation > wrapped command approval stays inline when its complete footer fits
pass	all	tui-direct-write-audit.test.ts	tui: direct-write audit > accepts owned forms and rejects unowned acquisition or writes
pass	all	tui-direct-write-audit.test.ts	tui: direct-write audit > classifies the real repository with one frame commit
pass	all	tui-direct-write-audit.test.ts	tui: direct-write audit > keeps one render-request authority and no obsolete scheduler
pass	all	tui-direct-write-audit.test.ts	tui: direct-write audit > requires exactly one normal interactive frame commit
skip	all	tui-file-picker.test.ts	@ file picker > browses a home path and submits through the live Gateway
pass	all	tui-file-picker.test.ts	@ file picker > browses current, parent, home, and absolute filesystem paths
pass	all	tui-file-picker.test.ts	@ file picker > claims a typed separator after end completion without duplicating it
pass	all	tui-file-picker.test.ts	@ file picker > keeps duplicate basenames distinguishable at narrow widths
pass	all	tui-file-picker.test.ts	@ file picker > keeps shared-prefix paths distinguishable at narrow widths
pass	all	tui-file-picker.test.ts	@ file picker > keeps the completed result visible through rapid large-index refreshes
pass	all	tui-file-picker.test.ts	@ file picker > middle completion preserves one separator and submits the exact prompt
pass	all	tui-file-picker.test.ts	@ file picker > omits unsafe filenames while Unicode matches remain selectable
pass	all	tui-file-picker.test.ts	@ file picker > opens after quotes and parentheses and submits the selected path
pass	all	tui-file-picker.test.ts	@ file picker > persists a selected plain-text path across two process resume cycles
pass	all	tui-file-picker.test.ts	@ file picker > refreshes a completed startup index on the first picker episode
pass	all	tui-file-picker.test.ts	@ file picker > renders and accepts fuzzy results across typed file kind changes
pass	all	tui-file-picker.test.ts	@ file picker > shows a 50k result and releases zero-match Enter after dismissal
pass	all	tui-file-picker.test.ts	@ file picker > submits an unmatched file mention without requiring dismissal
pass	all	tui-file-picker.test.ts	@ file picker > updates tracked and untracked membership while preserving ignores
pass	all	tui-file-picker.test.ts	@ file picker > workspace mutation exposes absolute added-root files and directories
skip	all	tui-full-transcript-brutal.test.ts	Ctrl-O extended brutal soak holds under four thousand chat lines and ninety six tools
pass	all	tui-full-transcript-brutal.test.ts	Ctrl-O fills a viewport taller than the prepared overscan cache
skip	all	tui-full-transcript-brutal.test.ts	Ctrl-O load test survives a realistic fifty-thousand-line session with large tool sidecars
skip	all	tui-full-transcript-brutal.test.ts	Ctrl-O profiler captures latency, memory, and native stacks during sustained thrashing
pass	all	tui-full-transcript-brutal.test.ts	Ctrl-O repeatedly survives mixed long chats, dense tool batches, live output, resize storms, and resume
pass	all	tui-full-transcript-brutal.test.ts	fx process discovery accepts basename and path process names
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > Ctrl+C exit hint disarms for history recall, bare Escape, and idle expiry
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > Ctrl+C pauses two queued prompts until the visible draft is confirmed
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > Escape during provider recovery backoff cancels without ModelError
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > Escape hides a focused queue editor without cancelling the active stream
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > Fast failure heartbeat preserves exact model identity through its retry budget
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > Fast route failure automatically falls back without changing transcript history
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > HTTP restricted provider error renders sticky status row
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > Up edits a queued card in place and repeated Ctrl+U deletes only the empty draft
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > Up pauses queued admission and commits every edited prompt in FIFO order
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > active /permissions preserves a held post-tool turn and next prompt
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > agent-owned HTTP retry renders the final token counter without markers
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > assistant publishes a complete markdown block before the following tool
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > canonical interleaved tool streams preserve ordering and lifecycle identity
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > complete assistant block precedes a queued user prompt in scrollback
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > confirmed post-cancel queued prompt recovers duplicate-key tool arguments
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > content filter opens local recovery modal without transcript card
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > current compact command summaries hide no-op cwd prefixes and abbreviate the active workspace path
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > current compact view keeps unsupported tool failures visible with supported calls
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > dynamic MCP approval ellipsizes overlong arguments in a narrow terminal
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > dynamic MCP approval shows exact arguments and preserves deny once and session scope
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > empty Enter resumes a hidden paused queue without editing it
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > follow-up input counter excludes retained context and provider input usage
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > full-window output limit is omitted from the agent request
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > idle submitted prompt keeps its canonical row after a completed turn
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > idle submitted prompt stays visible across a first-use context notice
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > launch-row release preserves complete history during a large table append
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > live token counter includes submitted input, reasoning, and streamed text
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > parallel read lifecycle updates preserve current grouped scrollback
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > paused response resumes through slash continue without a second user turn
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > paused tool lifecycle admits resumed tools on the same turn
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > post-cancel hidden queue offers Escape to cancel every queued prompt
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > post-tool HTTP 503 omits empty assistant from follow-up
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > process restart during backoff preserves a direct Fast model ID
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > provider error after assistant output continues the same visible response
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > provider error after streamed tool start regenerates without a recovery modal
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > provider route recovery counts down, times out a silent head, and recovers
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > queue resume preserves streamed scrollback after a settled resize
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > queue resume preserves streamed scrollback at stable geometry
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > queued image yank survives deleting its queue card
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > queued prompt stays pending until active assistant text completes
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > queued review keeps the disabled model picker hidden
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > queued review preserves pasted backing and follows a long draft cursor
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > queued review shows file completions and preserves the accepted path
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > second Ctrl+C exits after active stream cancellation
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > slash continue cannot duplicate an active checkpointed request
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > slash continue does not render checkpointed partial output twice
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > streamed write payload keeps the activity row live
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > streaming model selection applies to the next turn without changing the active request
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > typing during a streamed response leaves the native cursor visible
pass	all	tui-gateway-stream-lifecycle.test.ts	TUI gateway stream lifecycle > unavailable read_tool_result renders and persists a failed result
pass	all	tui-gateway-stream-lifecycle.test.ts	generated lifecycle wrapper uses POSIX sh syntax
pass	all	tui-input-line-delete.test.ts	tui: logical-line deletion > all decoded and raw routes preserve surrounding logical lines
pass	all	tui-input-navigation.test.ts	Ctrl+L redraws without clearing the draft or session
pass	all	tui-input-navigation.test.ts	Ctrl+W edit of recalled history preserves the unsent draft
pass	all	tui-input-navigation.test.ts	Unicode display units repaint after a wide shift and at the right margin
pass	all	tui-input-navigation.test.ts	a later turn's image keeps its own id in the composer and transcript
pass	all	tui-input-navigation.test.ts	bracketed-pasted tabs preserve columns across rows and vertical arrows move one row
pass	all	tui-input-navigation.test.ts	composer aliases edit through raw controls and meta delete
pass	all	tui-input-navigation.test.ts	composer word editing keeps Option and Ctrl deletion contracts separate
pass	all	tui-input-navigation.test.ts	current composer and submitted prompt use connected rails
pass	all	tui-input-navigation.test.ts	delivered Command and Shift+Option keys edit the composer
pass	all	tui-input-navigation.test.ts	draft-edge movement resets preferred-column intent
pass	all	tui-input-navigation.test.ts	image line kill and repeated yank preserve captured bytes under fresh ids
pass	all	tui-input-navigation.test.ts	large tabbed paste keeps frame scroll plan aligned
pass	all	tui-input-navigation.test.ts	long capped input keeps the cursor-containing rows visible
pass	all	tui-input-navigation.test.ts	long short long vertical movement restores the original preferred column
pass	all	tui-input-navigation.test.ts	no-op modified Down at input end resets preferred-column intent
pass	all	tui-input-navigation.test.ts	pending image commands stay local
pass	all	tui-input-navigation.test.ts	permission argument picker uses exact rendered columns
pass	all	tui-input-navigation.test.ts	plain Up and Down move exactly one hard-newline visual row per press
pass	all	tui-input-navigation.test.ts	plain Up and Down move exactly one narrow-pane soft-wrap row
pass	all	tui-input-navigation.test.ts	plain arrows navigate recalled multiline history before crossing entries
pass	all	tui-input-navigation.test.ts	raw control aliases navigate slash completion through submission
pass	all	tui-input-navigation.test.ts	registered slash command stays local behind a pending image
pass	all	tui-input-navigation.test.ts	repeated image commands stay local and submit together as one prompt
pass	all	tui-input-navigation.test.ts	repeated image-path paste cannot grow direct input past the cap and leaves fx alive
pass	all	tui-input-navigation.test.ts	resize between consecutive vertical moves resets preferred-column intent
pass	all	tui-input-navigation.test.ts	resize preserves slash routing and wrapped-composer arrow precedence
pass	all	tui-input-navigation.test.ts	selected slash row ignores the welcome header help hint
pass	all	tui-input-navigation.test.ts	tab edge wrapping handles final cells, wide runes, and following units
pass	all	tui-input-navigation.test.ts	tiny pane keeps capped multiline slash picker visible and plain arrows navigate it
pass	all	tui-input-navigation.test.ts	top-level slash and /mo completion rows stay left anchored
pass	all	tui-input-navigation.test.ts	typed pasted and slash-command images share the queued Gateway and session contract
pass	all	tui-input-navigation.test.ts	typed sentences wrap by word and continuation rows never start with a space
pass	all	tui-input-navigation.test.ts	unknown and overflowing image placeholders stay literal and vertically targetable
pass	all	tui-input-navigation.test.ts	unknown terminal escape sequences leave the command catalog open
pass	all	tui-input-navigation.test.ts	wrapped slash picker does not consume selection-modified arrows
pass	all	tui-input-navigation.test.ts	wrapped slash prefix keeps current rail composer precedence and preserves selection
pass	all	tui-input-navigation.test.ts	wrapped slash prefix submits its visible selection
pass	all	tui-interrupt-recovery.test.ts	tui: interrupt recovery > partial output survives cancellation and the next prompt completes
pass	all	tui-interrupt-recovery.test.ts	tui: interrupt recovery > submitted status text queues behind an active response
pass	all	tui-interrupt-recovery.test.ts	tui: interrupt recovery > workspace mutation waits for cancelled worker unwind
skip	all	tui-keybindings.test.ts	tui: key bindings > Ctrl+C once during idle shows exit hint
skip	all	tui-keybindings.test.ts	tui: key bindings > Ctrl+C twice exits the app
skip	all	tui-keybindings.test.ts	tui: key bindings > Up arrow recalls previous input after clearing
pass	all	tui-native-clear-recovery.test.ts	direct healthy screens retain an ordinary burst without resetting
pass	all	tui-native-clear-recovery.test.ts	direct native-clear recovery resets the view and replays the held draft
pass	all	tui-native-clear-recovery.test.ts	native-clear replay settles a complete paste before the next key
pass	all	tui-native-clear-recovery.test.ts	tmux leaves native-clear probing disabled and preserves ordinary input
skip	all	tui-performance.test.ts	interactive terminal surfaces stay within one frame at p95
skip	all	tui-performance.test.ts	live provider preserves the fast menu and prepared transcript pipeline
pass	all	tui-performance.test.ts	overlapping skill commands keep the latest action and the shell alive
pass	all	tui-performance.test.ts	prompt admission treats missing HOME as an empty optional skill catalog
pass	all	tui-performance.test.ts	skills refresh discovers SKILL.md added inside an existing candidate directory
pass	all	tui-performance.test.ts	skills refresh preserves the canonical catalog for a symlinked HOME
pass	all	tui-permissions.test.ts	tui: file permissions > Esc cancels a file approval turn without writing and leaves the shell usable
pass	all	tui-permissions.test.ts	tui: file permissions > consolidated tool calls cross the Gateway transport buffer
pass	all	tui-permissions.test.ts	tui: file permissions > decomposed prompt and file approval remain visible across resize
pass	all	tui-permissions.test.ts	tui: file permissions > denied and cancelled file tools use current compact outcomes
pass	all	tui-permissions.test.ts	tui: file permissions > edit preflight failure shows the exact mismatch
pass	all	tui-permissions.test.ts	tui: file permissions > external missing parents are absent before decision and created only on approval
pass	all	tui-permissions.test.ts	tui: file permissions > file approval keeps an amended response through resize and delivers it after the result
pass	all	tui-permissions.test.ts	tui: file permissions > file approval keeps fragmented mouse scrolling inside the review
pass	all	tui-permissions.test.ts	tui: file permissions > file approval style roles render under light and dark themes
pass	all	tui-permissions.test.ts	tui: file permissions > file session grant reuses the canonical target without a second prompt
pass	all	tui-permissions.test.ts	tui: file permissions > five-line file approval context shows fallback hunks and returns to approval controls
pass	all	tui-permissions.test.ts	tui: file permissions > hostile path stays encoded through approval transcript changes and undo
pass	all	tui-permissions.test.ts	tui: file permissions > keeps each expanded file diff matched to its Ctrl-O detail
pass	all	tui-permissions.test.ts	tui: file permissions > maximum-size chunked write stays reviewable and commits exact bytes
pass	all	tui-permissions.test.ts	tui: file permissions > oversized chunked write fails before approval without touching disk
pass	all	tui-permissions.test.ts	tui: file permissions > pauses paced assistant text while a file approval is active
pass	all	tui-permissions.test.ts	tui: file permissions > persistent session reevaluates every write and edit turn
pass	all	tui-permissions.test.ts	tui: file permissions > read-denied equality uses reveal copy and never changes file bytes
pass	all	tui-permissions.test.ts	tui: file permissions > short file approval captures wheel input without moving the selected choice
pass	all	tui-permissions.test.ts	tui: file permissions > stale edit approval preserves external bytes and reports rejection
pass	all	tui-permissions.test.ts	tui: file permissions > wraps file diff continuations inside their gutters
pass	all	tui-permissions.test.ts	volatile token status rows normalize before file transcript comparison
pass	all	tui-render-lab.test.ts	buffer-system frame benchmark writes timing artifact
pass	all	tui-render-lab.test.ts	buffer-system p95 gate rejects undersampled runs
pass	all	tui-render-lab.test.ts	native render-lab scenarios require explicit opt-in
pass	all	tui-render-lab.test.ts	render-lab analyzer enforces active-tool placement and uniqueness
pass	all	tui-render-lab.test.ts	render-lab analyzer fails when the trace log is missing
pass	all	tui-render-lab.test.ts	render-lab analyzer flags excess gap before transient activity
pass	all	tui-render-lab.test.ts	render-lab analyzer flags missing footer and input chrome
pass	all	tui-render-lab.test.ts	render-lab analyzer flags missing required gap before thinking
pass	all	tui-render-lab.test.ts	render-lab analyzer recognizes clipped multiline input continuation rows
pass	all	tui-render-lab.test.ts	render-lab analyzer recognizes compact multiline footer status
pass	all	tui-render-lab.test.ts	render-lab analyzer recognizes the real fx prompt glyph
pass	all	tui-render-lab.test.ts	render-lab analyzer recognizes tint footer chrome
pass	all	tui-render-lab.test.ts	render-lab analyzer rejects a blank multiline footer status row
pass	all	tui-render-lab.test.ts	render-lab analyzer rejects activity marker corruption
pass	all	tui-render-lab.test.ts	render-lab analyzer rejects damaged multiline footer with real hint and cursor
pass	all	tui-render-lab.test.ts	render-lab analyzer rejects duplicate permission UI
pass	all	tui-render-lab.test.ts	render-lab analyzer rejects expanded command marker corruption
pass	all	tui-render-lab.test.ts	render-lab analyzer rejects reordered observability scrollback
pass	all	tui-render-lab.test.ts	render-lab analyzer reports trace counters and rejects quiescent work
pass	all	tui-render-lab.test.ts	render-lab analyzer treats thinking token counters as activity rows
pass	all	tui-render-lab.test.ts	render-lab lists gated Plan B native scenarios
pass	all	tui-render-lab.test.ts	tui: render lab > active tool placement keeps one visible marker across resize states
pass	all	tui-render-lab.test.ts	tui: render lab > same-shell relaunch artifacts pass analyzer without an API key
pass	all	tui-render-lab.test.ts	tui: render lab > startup scrollback disabled overflow artifacts pass tape oracle
pass	all	tui-render-lab.test.ts	tui: render lab > startup scrollback enabled overflow starts eagerly without progressive release
pass	all	tui-render-lab.test.ts	tui: render lab > user card resize replay keeps one card and one startup banner in scrollback
skip	all	tui-render-live-stress.test.ts	tui: live render stress > live streaming, tool activity, and resize preserve prompts and keep the footer visible
pass	all	tui-render-replay.test.ts	tui: render record/replay > automatic recording writes a private tape under the test home
pass	all	tui-render-replay.test.ts	tui: render record/replay > composer frames omit synchronized updates when disabled
pass	all	tui-render-replay.test.ts	tui: render record/replay > composer frames restore the visible cursor after synchronized updates
pass	all	tui-render-replay.test.ts	tui: render record/replay > frame trace scopes are metadata-only during prompt resize and replay
pass	all	tui-render-replay.test.ts	tui: render record/replay > opt-in input recording captures bracketed paste and Return without changing replay
pass	all	tui-render-replay.test.ts	tui: render record/replay > recorded stdout and resize bytes replay to a valid final grid
pass	all	tui-render-replay.test.ts	tui: render record/replay > replays read-only tools capture without layout validation failures
skip	all	tui-render-replay.test.ts	tui: render record/replay > replays transient activity capture without layout validation failures
pass	all	tui-render-replay.test.ts	tui: render record/replay > silent automatic recording hides its banner inline but keeps it in Ctrl-O
pass	all	tui-render-stress.test.ts	tui: render stress > long input, resize, and local transcript writes keep one valid footer
pass	all	tui-resize.test.ts	selected slash row ignores the welcome header help hint
pass	all	tui-resize.test.ts	tui: resize > /help remains usable after resize and /quit exits
pass	all	tui-resize.test.ts	tui: resize > FXC-118 statusline release does not wait for the next edit to reflow
pass	all	tui-resize.test.ts	tui: resize > FXC-120 help release does not wait for the next edit to reflow
pass	all	tui-resize.test.ts	tui: resize > FXC-122 workspace Add handoff suppresses only its synthetic completion row
pass	all	tui-resize.test.ts	tui: resize > FXC-125 cost release does not wait for the next edit to reflow
pass	all	tui-resize.test.ts	tui: resize > FXC-126 model release does not wait for the next edit to reflow
pass	all	tui-resize.test.ts	tui: resize > FXC-127 workspace release does not wait for the next edit to reflow
pass	all	tui-resize.test.ts	tui: resize > FXC-129 file completion release does not wait for the next edit to reflow
pass	all	tui-resize.test.ts	tui: resize > active activity survives resize
pass	all	tui-resize.test.ts	tui: resize > active file approval keeps canonical copy and selection across resize
pass	all	tui-resize.test.ts	tui: resize > active hard-newline input follows height-four recovery
pass	all	tui-resize.test.ts	tui: resize > active hard-newline input renders normally at height nine
pass	all	tui-resize.test.ts	tui: resize > active hard-newline input survives tiny valid resize
pass	all	tui-resize.test.ts	tui: resize > active multiline footer survives resize
pass	all	tui-resize.test.ts	tui: resize > active soft-wrapped input survives tiny valid resize
pass	all	tui-resize.test.ts	tui: resize > cancelling a resized command approval keeps one startup banner
pass	all	tui-resize.test.ts	tui: resize > file approval affirmative enter waits for the resized frame to commit
pass	all	tui-resize.test.ts	tui: resize > file approval commits a later resize after affirmative acceptance
pass	all	tui-resize.test.ts	tui: resize > gated assistant chunks remain ordered across shrink and grow
pass	all	tui-resize.test.ts	tui: resize > gated tmux launch retains an immediate nonzero exit without global option changes
pass	all	tui-resize.test.ts	tui: resize > gated tmux setup failure cleans the session before releasing the command
pass	all	tui-resize.test.ts	tui: resize > grow keeps the current composer at the wider terminal width
pass	all	tui-resize.test.ts	tui: resize > grow with immediate input retains pre-paint resize reconciliation
pass	all	tui-resize.test.ts	tui: resize > height shrink: footer block remains well-formed
pass	all	tui-resize.test.ts	tui: resize > idle theme monitoring stays silent and notifications retint the transcript once
pass	all	tui-resize.test.ts	tui: resize > large skills menu remains canonical across shrink grow and footer settle
pass	all	tui-resize.test.ts	tui: resize > live command resize preserves current grouped scrollback while output is folded
pass	all	tui-resize.test.ts	tui: resize > nested Markdown blockquote reflows across a live tmux shrink and grow
pass	all	tui-resize.test.ts	tui: resize > probe-first resize keeps a terminal reply paste-owned
pass	all	tui-resize.test.ts	tui: resize > rapid four-skill resize keeps canonical skills menu content
pass	all	tui-resize.test.ts	tui: resize > rapid resize storm settles into exactly one footer
pass	all	tui-resize.test.ts	tui: resize > resize below footer_rows does not crash the app
pass	all	tui-resize.test.ts	tui: resize > resize does not leave stale divider lines from the old size
pass	all	tui-resize.test.ts	tui: resize > resize keeps the current composer at the new terminal width
pass	all	tui-resize.test.ts	tui: resize > resize replay keeps one startup banner in full scrollback
pass	all	tui-resize.test.ts	tui: resize > semantic thematic rule reflows across a live tmux shrink and grow
pass	all	tui-resize.test.ts	tui: resize > settled resize clears pre-fx scrollback in both startup modes
pass	all	tui-resize.test.ts	tui: resize > settled resize preserves a multi-megabyte bracketed paste byte-for-byte
pass	all	tui-resize.test.ts	tui: resize > settled resize replays a long assistant transcript from the header
pass	all	tui-resize.test.ts	tui: resize > shrink: footer block is well-formed at new size
pass	all	tui-resize.test.ts	tui: resize > slash picker dismissal restores the resized short transcript boundary
pass	all	tui-resize.test.ts	tui: resize > structured retention keeps native scrollback complete before resize
pass	all	tui-resize.test.ts	tui: resize > timed-out cursor probe does not leak a partial private CSI into later paste
pass	all	tui-resize.test.ts	tui: resize > tmux resize preserves column-one CPR-shaped paste bytes in the submitted prompt
pass	all	tui-resize.test.ts	tui: resize > typed input survives a shrink and stays visible
pass	all	tui-resize.test.ts	tui: resize > visibly open slash picker adapts across shrink and grow without losing transcript state
pass	all	tui-resize.test.ts	tui: resize > welcome header starts at the first terminal row
pass	all	tui-resize.test.ts	tui: resize > wide user card survives resize without splitting a terminal cell
skip	all	tui-resume-brutal.test.ts	/resume native profiler captures sustained menu thrashing
skip	all	tui-resume-brutal.test.ts	/resume survives a fifty-thousand-entry catalog and real fifty-thousand-line tool-heavy session
pass	all	tui-resume-brutal.test.ts	/resume survives repeated real-chat, tool, scope, pagination, resize, and reopen thrashing
skip	all	tui-resume-brutal.test.ts	/resume sustains one hundred mixed interaction cycles without resource drift
pass	all	tui-resume.test.ts	Cmd+R refuses session switching over a draft and opens after explicit clear
pass	all	tui-resume.test.ts	Ctrl-C closes the Ctrl-O viewer without clearing the unsent draft
pass	all	tui-resume.test.ts	Ctrl-C leaves Ctrl-O before cancelling a streaming command
pass	all	tui-resume.test.ts	Ctrl-O expands each parallel read-only tool detail
pass	all	tui-resume.test.ts	Ctrl-O keeps command output live while the alternate buffer is open
pass	all	tui-resume.test.ts	Ctrl-O navigation during shell streaming preserves grouped compact rows
pass	all	tui-resume.test.ts	Ctrl-O opens full retained command output and restores grouped compact output
pass	all	tui-resume.test.ts	Ctrl-O preserves inline block spacing while expanding tool detail
pass	all	tui-resume.test.ts	Ctrl-O pressure preserves transcript and modal ownership under deterministic load
pass	all	tui-resume.test.ts	Ctrl-O renders read_file results as readable content
pass	all	tui-resume.test.ts	Ctrl-O restores a long Markdown transcript without replaying it into scrollback
pass	all	tui-resume.test.ts	Ctrl-O viewer preserves hidden composer input while Ctrl-X stays inert
pass	all	tui-resume.test.ts	Linux tmux fallbacks preserve exact ASCII and replay alignment
pass	all	tui-resume.test.ts	a file approval takes over Ctrl-O and resolves back to the inline transcript
pass	all	tui-resume.test.ts	a shell approval handoff does not duplicate a long Ctrl-O transcript in scrollback
pass	all	tui-resume.test.ts	a shell approval takes over Ctrl-O and accepts its choice inline
pass	all	tui-resume.test.ts	active command overflow marks Ctrl-O incomplete until terminal replay attaches
pass	all	tui-resume.test.ts	an ask-user prompt takes over Ctrl-O and accepts its choice inline
pass	all	tui-resume.test.ts	answered question cards survive flag and picker resume
pass	all	tui-resume.test.ts	approved-shell command output normalizes controls in Ctrl-O and resume views
pass	all	tui-resume.test.ts	cancelled below-cap command exposes its TERM tail only through Ctrl-O
pass	all	tui-resume.test.ts	cancelled cap-crossing command keeps grouped rows stable and Ctrl-O opens its artifact
pass	all	tui-resume.test.ts	cancelled command presentation survives a distinct-process resume
pass	all	tui-resume.test.ts	cap-crossing command output stays durable while grouped compact returns to input
pass	all	tui-resume.test.ts	closing the startup resume picker starts a writable fresh session
pass	all	tui-resume.test.ts	command output folding survives flag and picker resume
pass	all	tui-resume.test.ts	contended startup resume stays non-interactive and recovers after release
